char, level, race, charclass, zone, guild, timestamp
590,70,Troll,Rogue,Netherstorm,103,01/01/08 05:03:54
29395,70,Troll,Priest,Nagrand,35,01/01/08 05:04:05
22934,70,Troll,Mage,Blade's Edge Mountains,282,01/01/08 05:04:10
25748,70,Troll,Mage,Coilfang: The Slave Pens,259,01/01/08 05:04:10
47856,30,Undead,Warrior,Thousand Needles,174,01/01/08 05:04:15
65002,15,Undead,Warlock,Orgrimmar,282,01/01/08 05:04:15
56873,39,Undead,Rogue,Alterac Mountains,-1,01/01/08 05:04:15
52751,56,Undead,Priest,Azshara,53,01/01/08 05:04:20
33412,66,Undead,Rogue,Nagrand,53,01/01/08 05:04:25
10790,70,Undead,Mage,Shadowmoon Valley,103,01/01/08 05:04:35
22268,70,Undead,Priest,Warsong Gulch,204,01/01/08 05:04:40
941,70,Undead,Priest,Shattrath City,19,01/01/08 05:04:40
38499,70,Undead,Priest,Shattrath City,5,01/01/08 05:04:40
22493,70,Undead,Priest,Nagrand,104,01/01/08 05:04:40
1027,70,Undead,Rogue,Coilfang: The Slave Pens,5,01/01/08 05:04:45
30945,70,Undead,Rogue,Shattrath City,167,01/01/08 05:04:45
33016,70,Undead,Warlock,Orgrimmar,204,01/01/08 05:04:51
24994,70,Undead,Warlock,Coilfang: The Slave Pens,53,01/01/08 05:04:51
27288,70,Undead,Warlock,Warsong Gulch,228,01/01/08 05:04:51
22571,70,Undead,Warlock,Shattrath City,5,01/01/08 05:04:51
17528,70,Undead,Warlock,Eye of the Storm,-1,01/01/08 05:04:51
23363,70,Undead,Warlock,Arathi Basin,-1,01/01/08 05:04:51
65445,6,Blood Elf,Hunter,Tirisfal Glades,-1,01/01/08 05:05:01
65557,2,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:05:01
65555,5,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:05:01
65537,7,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 05:05:01
41698,10,Blood Elf,Mage,Mulgore,101,01/01/08 05:05:01
62654,11,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:05:06
64599,16,Blood Elf,Paladin,Silvermoon City,282,01/01/08 05:05:06
65302,14,Blood Elf,Hunter,Ghostlands,282,01/01/08 05:05:06
63818,27,Blood Elf,Priest,Ashenvale,-1,01/01/08 05:05:11
63650,28,Blood Elf,Paladin,Ashenvale,-1,01/01/08 05:05:11
64039,27,Blood Elf,Hunter,Stonetalon Mountains,282,01/01/08 05:05:11
64597,36,Blood Elf,Paladin,Tirisfal Glades,282,01/01/08 05:05:16
23749,40,Blood Elf,Paladin,Stranglethorn Vale,131,01/01/08 05:05:16
60500,40,Blood Elf,Rogue,Badlands,-1,01/01/08 05:05:16
63559,39,Blood Elf,Paladin,Arathi Highlands,131,01/01/08 05:05:16
63488,44,Blood Elf,Rogue,Orgrimmar,282,01/01/08 05:05:21
63118,41,Blood Elf,Hunter,Swamp of Sorrows,282,01/01/08 05:05:21
63796,41,Blood Elf,Warlock,Maraudon,-1,01/01/08 05:05:21
64411,41,Blood Elf,Rogue,Badlands,282,01/01/08 05:05:21
34776,46,Blood Elf,Paladin,Zul'Farrak,103,01/01/08 05:05:26
49841,46,Blood Elf,Rogue,Stranglethorn Vale,-1,01/01/08 05:05:26
59727,50,Blood Elf,Warlock,The Barrens,-1,01/01/08 05:05:26
61663,51,Blood Elf,Rogue,Un'Goro Crater,282,01/01/08 05:05:32
37084,52,Blood Elf,Paladin,Un'Goro Crater,282,01/01/08 05:05:32
60184,62,Blood Elf,Warlock,Hellfire Peninsula,9,01/01/08 05:05:42
61105,64,Blood Elf,Priest,Shattrath City,165,01/01/08 05:05:42
64813,64,Blood Elf,Priest,Terokkar Forest,-1,01/01/08 05:05:42
59446,61,Blood Elf,Mage,Felwood,167,01/01/08 05:05:42
63189,65,Blood Elf,Hunter,Zangarmarsh,266,01/01/08 05:05:42
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:05:47
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:05:52
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:05:52
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:05:57
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:05:57
51138,70,Blood Elf,Paladin,Blade's Edge Mountains,189,01/01/08 05:06:02
47821,70,Blood Elf,Paladin,Orgrimmar,189,01/01/08 05:06:02
13666,70,Blood Elf,Paladin,Warsong Gulch,204,01/01/08 05:06:02
35051,70,Blood Elf,Paladin,Eye of the Storm,9,01/01/08 05:06:02
35143,70,Blood Elf,Hunter,Orgrimmar,5,01/01/08 05:06:07
48826,70,Blood Elf,Hunter,Alterac Valley,243,01/01/08 05:06:07
44354,70,Blood Elf,Hunter,Terokkar Forest,189,01/01/08 05:06:07
40998,70,Blood Elf,Hunter,Nagrand,104,01/01/08 05:06:07
42935,70,Blood Elf,Priest,Coilfang: The Slave Pens,259,01/01/08 05:06:17
59803,70,Blood Elf,Priest,Eye of the Storm,-1,01/01/08 05:06:17
51738,70,Blood Elf,Priest,Arathi Basin,104,01/01/08 05:06:17
27494,70,Blood Elf,Mage,Zul'Farrak,104,01/01/08 05:06:28
22579,67,Orc,Hunter,Nagrand,53,01/01/08 05:12:11
22785,70,Orc,Warrior,Blade's Edge Mountains,103,01/01/08 05:12:16
25501,70,Orc,Hunter,Alterac Valley,-1,01/01/08 05:12:22
61421,70,Orc,Rogue,Thunder Bluff,103,01/01/08 05:12:27
63191,25,Tauren,Druid,Wailing Caverns,282,01/01/08 05:12:42
26097,43,Tauren,Shaman,Orgrimmar,-1,01/01/08 05:12:42
21161,28,Tauren,Shaman,Ashenvale,-1,01/01/08 05:12:42
22026,60,Tauren,Druid,Durotar,282,01/01/08 05:12:47
41715,64,Tauren,Warrior,Zangarmarsh,-1,01/01/08 05:12:47
46484,70,Tauren,Warrior,Warsong Gulch,244,01/01/08 05:12:58
19321,70,Tauren,Warrior,Eye of the Storm,167,01/01/08 05:12:58
22338,70,Tauren,Warrior,Nagrand,35,01/01/08 05:12:58
23561,70,Tauren,Shaman,Terokkar Forest,204,01/01/08 05:13:08
820,70,Tauren,Shaman,Maraudon,103,01/01/08 05:13:08
2085,70,Tauren,Druid,Orgrimmar,101,01/01/08 05:13:13
22653,70,Tauren,Druid,Warsong Gulch,204,01/01/08 05:13:13
5311,70,Tauren,Druid,Shattrath City,62,01/01/08 05:13:13
7411,70,Tauren,Druid,Zangarmarsh,53,01/01/08 05:13:13
22318,70,Tauren,Druid,Arathi Basin,103,01/01/08 05:13:13
30763,1,Troll,Warrior,Orgrimmar,-1,01/01/08 05:13:18
182,1,Troll,Hunter,Durotar,-1,01/01/08 05:13:18
64233,35,Troll,Hunter,Stranglethorn Vale,174,01/01/08 05:13:18
11911,68,Troll,Hunter,Hellfire Peninsula,-1,01/01/08 05:13:28
230,70,Troll,Warrior,Coilfang: The Slave Pens,103,01/01/08 05:13:33
236,70,Troll,Warrior,Shattrath City,5,01/01/08 05:13:33
22246,70,Troll,Hunter,Shadowmoon Valley,243,01/01/08 05:13:38
39012,70,Troll,Rogue,Eye of the Storm,53,01/01/08 05:13:44
590,70,Troll,Rogue,Netherstorm,103,01/01/08 05:13:44
29395,70,Troll,Priest,Nagrand,35,01/01/08 05:13:54
25748,70,Troll,Mage,Coilfang: The Slave Pens,259,01/01/08 05:13:59
47856,30,Undead,Warrior,Thousand Needles,174,01/01/08 05:14:04
56873,39,Undead,Rogue,Alterac Mountains,-1,01/01/08 05:14:04
65002,15,Undead,Warlock,The Barrens,282,01/01/08 05:14:04
1762,57,Undead,Priest,Orgrimmar,-1,01/01/08 05:14:09
52751,56,Undead,Priest,Azshara,53,01/01/08 05:14:09
7948,66,Undead,Rogue,Orgrimmar,53,01/01/08 05:14:14
33412,66,Undead,Rogue,Nagrand,53,01/01/08 05:14:14
10790,70,Undead,Mage,Shadowmoon Valley,103,01/01/08 05:14:25
22790,70,Undead,Mage,Terokkar Forest,103,01/01/08 05:14:25
38499,70,Undead,Priest,Blade's Edge Arena,5,01/01/08 05:14:30
22268,70,Undead,Priest,Warsong Gulch,204,01/01/08 05:14:30
22493,70,Undead,Priest,Nagrand,104,01/01/08 05:14:30
1027,70,Undead,Rogue,Coilfang: The Slave Pens,5,01/01/08 05:14:35
30945,70,Undead,Rogue,Eye of the Storm,167,01/01/08 05:14:35
22571,70,Undead,Warlock,Blade's Edge Arena,5,01/01/08 05:14:40
24994,70,Undead,Warlock,Coilfang: The Slave Pens,53,01/01/08 05:14:40
17528,70,Undead,Warlock,Eye of the Storm,-1,01/01/08 05:14:40
23363,70,Undead,Warlock,Eye of the Storm,-1,01/01/08 05:14:40
65445,7,Blood Elf,Hunter,Tirisfal Glades,-1,01/01/08 05:14:50
65557,4,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:14:50
65555,6,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:14:50
65537,7,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 05:14:50
41698,10,Blood Elf,Mage,Mulgore,101,01/01/08 05:14:50
62654,12,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:14:55
63704,15,Blood Elf,Priest,The Barrens,282,01/01/08 05:14:55
65302,14,Blood Elf,Hunter,Ghostlands,282,01/01/08 05:14:55
63818,27,Blood Elf,Priest,Ashenvale,-1,01/01/08 05:15:00
63650,28,Blood Elf,Paladin,Ashenvale,-1,01/01/08 05:15:00
64039,27,Blood Elf,Hunter,Stonetalon Mountains,282,01/01/08 05:15:00
60500,40,Blood Elf,Rogue,Badlands,-1,01/01/08 05:15:05
64597,36,Blood Elf,Paladin,Arathi Highlands,282,01/01/08 05:15:05
63559,39,Blood Elf,Paladin,Arathi Highlands,131,01/01/08 05:15:05
63118,41,Blood Elf,Hunter,Swamp of Sorrows,282,01/01/08 05:15:10
63796,41,Blood Elf,Warlock,Maraudon,-1,01/01/08 05:15:10
64411,41,Blood Elf,Rogue,Badlands,282,01/01/08 05:15:10
63488,44,Blood Elf,Rogue,Thunder Bluff,282,01/01/08 05:15:10
34776,46,Blood Elf,Paladin,Zul'Farrak,103,01/01/08 05:15:15
49841,46,Blood Elf,Rogue,Stranglethorn Vale,-1,01/01/08 05:15:15
61663,51,Blood Elf,Rogue,Un'Goro Crater,282,01/01/08 05:15:21
37084,52,Blood Elf,Paladin,Un'Goro Crater,282,01/01/08 05:15:21
60184,62,Blood Elf,Warlock,Hellfire Peninsula,9,01/01/08 05:15:31
64813,64,Blood Elf,Priest,Terokkar Forest,-1,01/01/08 05:15:31
59446,61,Blood Elf,Mage,Felwood,167,01/01/08 05:15:31
63189,65,Blood Elf,Hunter,Zangarmarsh,266,01/01/08 05:15:31
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:15:36
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:15:41
38495,68,Blood Elf,Paladin,Zangarmarsh,62,01/01/08 05:15:41
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:15:46
38495,68,Blood Elf,Paladin,Terokkar Forest,62,01/01/08 05:15:46
51138,70,Blood Elf,Paladin,Blade's Edge Mountains,189,01/01/08 05:15:51
47821,70,Blood Elf,Paladin,Orgrimmar,189,01/01/08 05:15:51
13666,70,Blood Elf,Paladin,Warsong Gulch,204,01/01/08 05:15:51
35051,70,Blood Elf,Paladin,Eye of the Storm,9,01/01/08 05:15:51
48826,70,Blood Elf,Hunter,Alterac Valley,243,01/01/08 05:15:56
35143,70,Blood Elf,Hunter,Terokkar Forest,5,01/01/08 05:15:56
40998,70,Blood Elf,Hunter,Nagrand,104,01/01/08 05:15:56
44354,70,Blood Elf,Hunter,Thunder Bluff,189,01/01/08 05:15:56
51738,70,Blood Elf,Priest,Orgrimmar,104,01/01/08 05:16:07
42935,70,Blood Elf,Priest,Coilfang: The Slave Pens,259,01/01/08 05:16:07
59803,70,Blood Elf,Priest,Eye of the Storm,-1,01/01/08 05:16:07
27494,70,Blood Elf,Mage,Zul'Farrak,104,01/01/08 05:16:17
22579,67,Orc,Hunter,Nagrand,53,01/01/08 05:22:00
11955,70,Orc,Warrior,Shattrath City,103,01/01/08 05:22:05
25501,70,Orc,Hunter,Hall of Legends,-1,01/01/08 05:22:11
61421,70,Orc,Rogue,Alterac Valley,103,01/01/08 05:22:16
50461,23,Tauren,Druid,Orgrimmar,101,01/01/08 05:22:31
21161,28,Tauren,Shaman,Ashenvale,-1,01/01/08 05:22:31
65516,9,Tauren,Druid,Mulgore,167,01/01/08 05:22:31
63191,25,Tauren,Druid,The Barrens,282,01/01/08 05:22:31
22026,60,Tauren,Druid,Burning Steppes,282,01/01/08 05:22:36
41715,64,Tauren,Warrior,Zangarmarsh,-1,01/01/08 05:22:36
10481,70,Tauren,Warrior,Orgrimmar,104,01/01/08 05:22:46
46484,70,Tauren,Warrior,Warsong Gulch,244,01/01/08 05:22:46
22338,70,Tauren,Warrior,Eye of the Storm,35,01/01/08 05:22:46
23561,70,Tauren,Shaman,Shadowmoon Valley,204,01/01/08 05:22:56
820,70,Tauren,Shaman,Maraudon,103,01/01/08 05:22:56
2085,70,Tauren,Druid,Orgrimmar,101,01/01/08 05:23:02
22318,70,Tauren,Druid,Alterac Valley,103,01/01/08 05:23:02
22653,70,Tauren,Druid,Warsong Gulch,204,01/01/08 05:23:02
5311,70,Tauren,Druid,Shattrath City,62,01/01/08 05:23:02
7411,70,Tauren,Druid,Terokkar Forest,53,01/01/08 05:23:02
182,1,Troll,Hunter,Durotar,-1,01/01/08 05:23:07
64233,35,Troll,Hunter,Stranglethorn Vale,174,01/01/08 05:23:07
230,70,Troll,Warrior,Coilfang: The Slave Pens,103,01/01/08 05:23:22
236,70,Troll,Warrior,Shattrath City,5,01/01/08 05:23:22
2088,70,Troll,Warrior,Terokkar Forest,216,01/01/08 05:23:22
22246,70,Troll,Hunter,Shadowmoon Valley,243,01/01/08 05:23:27
39012,70,Troll,Rogue,Warsong Gulch,53,01/01/08 05:23:32
590,70,Troll,Rogue,Netherstorm,103,01/01/08 05:23:32
24897,70,Troll,Priest,Eye of the Storm,103,01/01/08 05:23:42
29395,70,Troll,Priest,Nagrand,35,01/01/08 05:23:42
22934,70,Troll,Mage,Blade's Edge Mountains,282,01/01/08 05:23:48
25748,70,Troll,Mage,Coilfang: The Slave Pens,259,01/01/08 05:23:48
47856,30,Undead,Warrior,Thousand Needles,174,01/01/08 05:23:53
56873,40,Undead,Rogue,Undercity,-1,01/01/08 05:23:53
65002,15,Undead,Warlock,The Barrens,282,01/01/08 05:23:53
65351,16,Undead,Rogue,Silverpine Forest,243,01/01/08 05:23:53
52751,56,Undead,Priest,Ashenvale,53,01/01/08 05:23:58
33412,66,Undead,Rogue,Nagrand,53,01/01/08 05:24:03
22790,70,Undead,Mage,Terokkar Forest,103,01/01/08 05:24:13
11587,70,Undead,Priest,Orgrimmar,62,01/01/08 05:24:18
22268,70,Undead,Priest,Warsong Gulch,204,01/01/08 05:24:18
38499,70,Undead,Priest,Shattrath City,5,01/01/08 05:24:18
22493,70,Undead,Priest,Nagrand,104,01/01/08 05:24:18
1027,70,Undead,Rogue,Coilfang: The Slave Pens,5,01/01/08 05:24:23
30945,70,Undead,Rogue,Warsong Gulch,167,01/01/08 05:24:23
17528,70,Undead,Warlock,Orgrimmar,-1,01/01/08 05:24:28
27288,70,Undead,Warlock,Orgrimmar,228,01/01/08 05:24:28
24994,70,Undead,Warlock,Coilfang: The Slave Pens,53,01/01/08 05:24:28
23363,70,Undead,Warlock,Eye of the Storm,-1,01/01/08 05:24:28
65445,7,Blood Elf,Hunter,Tirisfal Glades,-1,01/01/08 05:24:39
65557,4,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:24:39
65555,6,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:24:39
65537,8,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 05:24:39
62654,12,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:24:44
65302,14,Blood Elf,Hunter,Ghostlands,282,01/01/08 05:24:44
63818,27,Blood Elf,Priest,Ashenvale,-1,01/01/08 05:24:49
63650,28,Blood Elf,Paladin,Ashenvale,-1,01/01/08 05:24:49
64039,27,Blood Elf,Hunter,Stonetalon Mountains,282,01/01/08 05:24:49
63559,39,Blood Elf,Paladin,Undercity,131,01/01/08 05:24:54
60500,40,Blood Elf,Rogue,Undercity,-1,01/01/08 05:24:54
64597,36,Blood Elf,Paladin,Arathi Highlands,282,01/01/08 05:24:54
63488,44,Blood Elf,Rogue,Thousand Needles,282,01/01/08 05:24:59
63118,41,Blood Elf,Hunter,Swamp of Sorrows,282,01/01/08 05:24:59
63796,41,Blood Elf,Warlock,Maraudon,-1,01/01/08 05:24:59
64411,41,Blood Elf,Rogue,Badlands,282,01/01/08 05:24:59
34776,46,Blood Elf,Paladin,Zul'Farrak,103,01/01/08 05:25:04
49841,46,Blood Elf,Rogue,Stranglethorn Vale,-1,01/01/08 05:25:04
61663,51,Blood Elf,Rogue,Un'Goro Crater,282,01/01/08 05:25:09
37084,52,Blood Elf,Paladin,Un'Goro Crater,282,01/01/08 05:25:09
59446,61,Blood Elf,Mage,Winterspring,167,01/01/08 05:25:20
64813,64,Blood Elf,Priest,Terokkar Forest,-1,01/01/08 05:25:20
63189,65,Blood Elf,Hunter,Zangarmarsh,-1,01/01/08 05:25:20
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:25:25
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:25:30
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:25:30
56648,66,Blood Elf,Mage,Alterac Valley,161,01/01/08 05:25:35
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:25:35
47821,70,Blood Elf,Paladin,Orgrimmar,189,01/01/08 05:25:40
35051,70,Blood Elf,Paladin,Alterac Valley,9,01/01/08 05:25:40
13666,70,Blood Elf,Paladin,Warsong Gulch,204,01/01/08 05:25:40
51138,70,Blood Elf,Paladin,Shattrath City,189,01/01/08 05:25:40
35143,70,Blood Elf,Hunter,Shadowmoon Valley,5,01/01/08 05:25:45
44354,70,Blood Elf,Hunter,Thunder Bluff,189,01/01/08 05:25:45
51738,70,Blood Elf,Priest,Alterac Valley,104,01/01/08 05:25:56
42935,70,Blood Elf,Priest,Coilfang: The Slave Pens,259,01/01/08 05:25:56
59803,70,Blood Elf,Priest,Eye of the Storm,-1,01/01/08 05:25:56
27494,70,Blood Elf,Mage,Zul'Farrak,104,01/01/08 05:26:06
3833,67,Orc,Hunter,Orgrimmar,90,01/01/08 05:32:34
37616,65,Orc,Hunter,Terokkar Forest,291,01/01/08 05:32:34
22579,67,Orc,Hunter,Nagrand,53,01/01/08 05:32:34
11955,70,Orc,Warrior,Undercity,103,01/01/08 05:32:39
25501,70,Orc,Hunter,Warsong Gulch,-1,01/01/08 05:32:44
18200,70,Orc,Hunter,Terokkar Forest,251,01/01/08 05:32:44
44813,45,Tauren,Druid,Tanaris,189,01/01/08 05:33:05
21161,28,Tauren,Shaman,Ashenvale,-1,01/01/08 05:33:05
65516,9,Tauren,Druid,Mulgore,167,01/01/08 05:33:05
50461,23,Tauren,Druid,Mulgore,101,01/01/08 05:33:05
63191,25,Tauren,Druid,Thunder Bluff,282,01/01/08 05:33:05
22026,60,Tauren,Druid,Burning Steppes,282,01/01/08 05:33:10
41715,64,Tauren,Warrior,Zangarmarsh,-1,01/01/08 05:33:10
46484,70,Tauren,Warrior,Warsong Gulch,244,01/01/08 05:33:20
22338,70,Tauren,Warrior,Eye of the Storm,35,01/01/08 05:33:20
681,70,Tauren,Hunter,Nagrand,103,01/01/08 05:33:25
414,70,Tauren,Shaman,Shattrath City,290,01/01/08 05:33:30
820,70,Tauren,Shaman,Maraudon,103,01/01/08 05:33:30
23561,70,Tauren,Shaman,Zangarmarsh,204,01/01/08 05:33:30
22318,70,Tauren,Druid,Alterac Valley,103,01/01/08 05:33:35
22653,70,Tauren,Druid,Warsong Gulch,204,01/01/08 05:33:35
7411,70,Tauren,Druid,Zangarmarsh,53,01/01/08 05:33:35
2085,70,Tauren,Druid,Arathi Basin,101,01/01/08 05:33:35
182,1,Troll,Hunter,Durotar,-1,01/01/08 05:33:40
64233,35,Troll,Hunter,Stranglethorn Vale,174,01/01/08 05:33:40
230,70,Troll,Warrior,Coilfang: The Slave Pens,103,01/01/08 05:33:56
236,70,Troll,Warrior,Shattrath City,5,01/01/08 05:33:56
2088,70,Troll,Warrior,Terokkar Forest,216,01/01/08 05:33:56
22246,70,Troll,Hunter,Shadowmoon Valley,243,01/01/08 05:34:01
590,70,Troll,Rogue,Netherstorm,103,01/01/08 05:34:06
24897,70,Troll,Priest,Eye of the Storm,103,01/01/08 05:34:16
29395,70,Troll,Priest,Nagrand,35,01/01/08 05:34:16
22934,70,Troll,Mage,Blade's Edge Mountains,282,01/01/08 05:34:22
25748,70,Troll,Mage,Coilfang: The Slave Pens,259,01/01/08 05:34:22
47856,30,Undead,Warrior,Thousand Needles,174,01/01/08 05:34:27
56873,40,Undead,Rogue,Tirisfal Glades,-1,01/01/08 05:34:27
65002,15,Undead,Warlock,The Barrens,282,01/01/08 05:34:27
65351,16,Undead,Rogue,Silverpine Forest,243,01/01/08 05:34:27
52751,56,Undead,Priest,Azshara,53,01/01/08 05:34:32
33412,66,Undead,Rogue,Nagrand,53,01/01/08 05:34:37
22790,70,Undead,Mage,Terokkar Forest,103,01/01/08 05:34:47
11587,70,Undead,Priest,Orgrimmar,62,01/01/08 05:34:52
22268,70,Undead,Priest,Warsong Gulch,204,01/01/08 05:34:52
38499,70,Undead,Priest,Shattrath City,5,01/01/08 05:34:52
22493,70,Undead,Priest,Nagrand,104,01/01/08 05:34:52
1027,70,Undead,Rogue,Coilfang: The Slave Pens,5,01/01/08 05:34:57
30945,70,Undead,Rogue,Warsong Gulch,167,01/01/08 05:34:57
17528,70,Undead,Warlock,Orgrimmar,-1,01/01/08 05:35:03
24994,70,Undead,Warlock,Coilfang: The Slave Pens,53,01/01/08 05:35:03
22571,70,Undead,Warlock,Shattrath City,5,01/01/08 05:35:03
23363,70,Undead,Warlock,Eye of the Storm,-1,01/01/08 05:35:03
65445,7,Blood Elf,Hunter,Tirisfal Glades,-1,01/01/08 05:35:13
65557,4,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:35:13
65555,6,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:35:13
65537,8,Blood Elf,Warlock,Eversong Woods,-1,01/01/08 05:35:13
45714,1,Blood Elf,Paladin,Silvermoon City,-1,01/01/08 05:35:13
62654,12,Blood Elf,Paladin,Eversong Woods,-1,01/01/08 05:35:18
64459,20,Blood Elf,Mage,Silvermoon City,282,01/01/08 05:35:18
65302,14,Blood Elf,Hunter,Ghostlands,282,01/01/08 05:35:18
63818,27,Blood Elf,Priest,Ashenvale,-1,01/01/08 05:35:23
63650,28,Blood Elf,Paladin,Ashenvale,-1,01/01/08 05:35:23
63559,39,Blood Elf,Paladin,Tirisfal Glades,131,01/01/08 05:35:28
64597,36,Blood Elf,Paladin,Arathi Highlands,282,01/01/08 05:35:28
63488,44,Blood Elf,Rogue,Tanaris,282,01/01/08 05:35:33
63118,42,Blood Elf,Hunter,Orgrimmar,282,01/01/08 05:35:33
63796,41,Blood Elf,Warlock,Maraudon,-1,01/01/08 05:35:33
64411,41,Blood Elf,Rogue,Arathi Highlands,282,01/01/08 05:35:33
34776,46,Blood Elf,Paladin,Zul'Farrak,103,01/01/08 05:35:38
61663,51,Blood Elf,Rogue,Un'Goro Crater,282,01/01/08 05:35:43
37084,52,Blood Elf,Paladin,Un'Goro Crater,282,01/01/08 05:35:43
59446,61,Blood Elf,Mage,Winterspring,167,01/01/08 05:35:54
64813,64,Blood Elf,Priest,Terokkar Forest,-1,01/01/08 05:35:54
63189,65,Blood Elf,Hunter,Zangarmarsh,266,01/01/08 05:35:54
56648,66,Blood Elf,Mage,Orgrimmar,161,01/01/08 05:35:59
56648,66,Blood Elf,Mage,Orgrimmar,161,01/01/08 05:36:04
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:36:04
56648,66,Blood Elf,Mage,Orgrimmar,161,01/01/08 05:36:09
38495,68,Blood Elf,Paladin,Netherstorm,62,01/01/08 05:36:09
47821,70,Blood Elf,Paladin,Orgrimmar,189,01/01/08 05:36:14
35051,70,Blood Elf,Paladin,Alterac Valley,9,01/01/08 05:36:14
13666,70,Blood Elf,Paladin,Warsong Gulch,204,01/01/08 05:36:14
35143,70,Blood Elf,Hunter,Shadowmoon Valley,5,01/01/08 05:36:19
44354,70,Blood Elf,Hunter,Thunder Bluff,189,01/01/08 05:36:19
51738,70,Blood Elf,Priest,Alterac Valley,104,01/01/08 05:36:29
42935,70,Blood Elf,Priest,Coilfang: The Slave Pens,259,01/01/08 05:36:29
59803,70,Blood Elf,Priest,Eye of the Storm,-1,01/01/08 05:36:29
27494,70,Blood Elf,Mage,Zul'Farrak,104,01/01/08 05:36:40
56860,46,Orc,Warrior,Undercity,-1,01/01/08 05:42:13
37616,65,Orc,Hunter,Terokkar Forest,291,01/01/08 05:42:23
22579,67,Orc,Hunter,Nagrand,53,01/01/08 05:42:23
11955,70,Orc,Warrior,Scarlet Monastery,103,01/01/08 05:42:28
25501,70,Orc,Hunter,Warsong Gulch,-1,01/01/08 05:42:33
18200,70,Orc,Hunter,Terokkar Forest,251,01/01/08 05:42:33
44813,45,Tauren,Druid,Tanaris,189,01/01/08 05:42:54
21161,28,Tauren,Shaman,Ashenvale,-1,01/01/08 05:42:54
65516,9,Tauren,Druid,Mulgore,167,01/01/08 05:42:54
63191,25,Tauren,Druid,Thunder Bluff,282,01/01/08 05:42:54
22026,60,Tauren,Druid,Burning Steppes,282,01/01/08 05:42:59
41715,64,Tauren,Warrior,Zangarmarsh,-1,01/01/08 05:42:59
27793,69,Tauren,Shaman,Shattrath City,228,01/01/08 05:43:04
46484,70,Tauren,Warrior,Warsong Gulch,244,01/01/08 05:43:09
681,70,Tauren,Hunter,Nagrand,103,01/01/08 05:43:14
820,70,Tauren,Shaman,Maraudon,103,01/01/08 05:43:19
414,70,Tauren,Shaman,Nagrand,290,01/01/08 05:43:19
23561,70,Tauren,Shaman,Netherstorm,204,01/01/08 05:43:19
22318,70,Tauren,Druid,Alterac Valley,103,01/01/08 05:43:24
22653,70,Tauren,Druid,Warsong Gulch,204,01/01/08 05:43:24
7411,70,Tauren,Druid,Zangarmarsh,53,01/01/08 05:43:24
2085,70,Tauren,Druid,Arathi Basin,101,01/01/08 05:43:24
182,1,Troll,Hunter,Durotar,-1,01/01/08 05:43:30
64233,35,Troll,Hunter,Stranglethorn Vale,174,01/01/08 05:43:30
230,70,Troll,Warrior,Coilfang: The Slave Pens,103,01/01/08 05:43:45
22246,70,Troll,Hunter,Shadowmoon Valley,243,01/01/08 05:43:50
697,70,Troll,Hunter,Terokkar Forest,35,01/01/08 05:43:50
590,70,Troll,Rogue,Netherstorm,103,01/01/08 05:43:55
24897,70,Troll,Priest,Shattrath City,103,01/01/08 05:44:06
29395,70,Troll,Priest,Nagrand,35,01/01/08 05:44:06
22934,70,Troll,Mage,Orgrimmar,282,01/01/08 05:44:11
25748,70,Troll,Mage,Coilfang: The Slave Pens,259,01/01/08 05:44:11
47856,30,Undead,Warrior,Thousand Needles,174,01/01/08 05:44:16
65002,15,Undead,Warlock,Orgrimmar,282,01/01/08 05:44:16
65351,16,Undead,Rogue,Silverpine Forest,243,01/01/08 05:44:16
22790,70,Undead,Mage,Zangarmarsh,103,01/01/08 05:44:36
11587,70,Undead,Priest,Orgrimmar,62,01/01/08 05:44:41
